imgId,Link,application
9460_dash_dashboard1.png,https://github.com/wky-hub/NYcity-airbnb/blob/4aa0d1c7751c8dda819295eb3a9c46b63ab3e760/A3%20Airbnb.twbx,business
517_dash_dashboard0.png,https://github.com/CodeWithRushi/Tableau/blob/e08fd9dbfaaa9ae34f1b8d978c696651013d7275/tut-exc-1%20(2).twbx,business
4330_dash_dashboard1.png,https://github.com/CodeWithRushi/Tableau/blob/e08fd9dbfaaa9ae34f1b8d978c696651013d7275/tut-exc-1.twbx,business
2177_dash_dashboard0.png,https://github.com/airaghidavide/tableau-dataviz/blob/ac9a6298f8fc520188948606a9b5cfdf91581f90/Family%20Guy/Family%20Guy.twbx,business
6707_dash_dashboard1.png,https://github.com/olioliverr25/capstone/blob/5399c528bb02a468d33b0b5fd4d0e5e7ad9f2d07/Airline_Capstone%20Project_Tableau%20Workbook.twbx,business
6707_dash_dashboard0.png,https://github.com/olioliverr25/capstone/blob/5399c528bb02a468d33b0b5fd4d0e5e7ad9f2d07/Airline_Capstone%20Project_Tableau%20Workbook.twbx,business
9460_dash_dashboard3.png,https://github.com/wky-hub/NYcity-airbnb/blob/4aa0d1c7751c8dda819295eb3a9c46b63ab3e760/A3%20Airbnb.twbx,business
512_dash_dashboard0.png,https://github.com/shihansgit/Tableau/blob/2d26b322e4492f05f4bd6f93af38d5592c92f798/Funding_analysis_final-1.twbx,business
5254_dash_dashboard0.png,https://github.com/pcostesi/infovis/blob/c05515929f16db9cdd36e4d8bdb5b37320b2111c/w35/35.twbx,business
3475_dash_dashboard4.png,https://github.com/chriswang94/Projects/blob/bb7cc42f08130437b95951cc4d12a17c1a6d9a90/B.%20Movies%20Visualization.twbx,business
9997_dash_dashboard0.png,https://github.com/FacetiousT/DS_Portfolio/blob/88c6b18f55014629b8b534178da23c61a5073dd1/data_visualization/Hotel%20Bookings%20Sample%20Dashboards.twbx,business
9677_dash_dashboard1.png,https://github.com/RP-DrTan/FYP-SOI-2020-0030/blob/fe481881d05aac139eab323d3bddb36f5c6a8e8b/Hotel%20Tableau%20WB%20(Janelle).twbx,business
9677_dash_dashboard2.png,https://github.com/RP-DrTan/FYP-SOI-2020-0030/blob/fe481881d05aac139eab323d3bddb36f5c6a8e8b/Hotel%20Tableau%20WB%20(Janelle).twbx,business
9677_dash_dashboard0.png,https://github.com/RP-DrTan/FYP-SOI-2020-0030/blob/fe481881d05aac139eab323d3bddb36f5c6a8e8b/Hotel%20Tableau%20WB%20(Janelle).twbx,business
9677_dash_dashboard3.png,https://github.com/RP-DrTan/FYP-SOI-2020-0030/blob/fe481881d05aac139eab323d3bddb36f5c6a8e8b/Hotel%20Tableau%20WB%20(Janelle).twbx,business
10105_dash_dashboard0.png,https://github.com/sbmcdermott/AnalyzeBNB/blob/f0d4f2ac3470f450c7e3bc01e4d296b5725119a3/tableau_visualizations/analyzebnb.twbx,business
8097_dash_dashboard0.png,https://github.com/bwe69/sg-housing-dataset/blob/55b90bc2228ca3910fc31408999e5a9f008c1a37/Housing%20Resale.twbx,business
8097_dash_dashboard1.png,https://github.com/bwe69/sg-housing-dataset/blob/55b90bc2228ca3910fc31408999e5a9f008c1a37/Housing%20Resale.twbx,business
7231_dash_dashboard0.png,https://github.com/kmzdr1/Tableau-works/blob/a0d4bd2f819c8b7d594601b47dac0254308f0752/TASK%206.twbx,business
10103_dash_dashboard0.png,https://github.com/MarkOneil7574/Medium_sized_projects/blob/e110aefeeee369d4f14ae0b1a76e6a8c74d232db/Pro_8_Tableau_proj_2_Kiva_Loans.twbx,business
10101_dash_dashboard0.png,https://github.com/Johnson-Instructor/Data-Science-Projects/blob/2d1057c9562d4314567d3ec149bd778ed5cb4ecf/07_EU_DS_DVwTABL_M2_(KivaLoansDashboard)/kiva%20loans%20project.twbx,business
1223_dash_dashboard0.png,https://github.com/Ritik2703/Tableau/blob/65da0003a616544ce1f5a249385a76f0effe27c7/DSGO19%20book1.twbx,business
1764_dash_dashboard0.png,https://github.com/kankipatipavan/KPMG_virtual_internships/blob/5a04d37ee402394eab1e40bb34b3301c3f7ad556/KPMG_Virtual%20Internship%20Visualization.twbx,business
3475_dash_dashboard0.png,https://github.com/chriswang94/Projects/blob/bb7cc42f08130437b95951cc4d12a17c1a6d9a90/B.%20Movies%20Visualization.twbx,business
4428_dash_dashboard0.png,https://github.com/RushabhNisher/Data/blob/a7479ec1cba6846d491ee9ec11ae5db1a7abff32/Database/Movies%20Database/Visualizations/Tableau/Team5_INFO7370_IMDB_Tableau_Visualizations.twbx,business
7632_dash_dashboard0.png,https://github.com/ParthKhanna07/Twitter-and-Youtube-Sentiment-Analysis-On-various-Mobile-Phone-brands/blob/b8758b9294f0a6210d0142458497598e6d9bfcaf/Tableau%20Analysis.twbx,business
727_dash_dashboard1.png,https://github.com/UninsubriaProjects/ecommerce_datawarehouse/blob/387de4bcdf308c451cc1913f63a6cdaaefc95bbe/2_BI_MODEL_TABLEAU/OLIST_data_visualization_v1.6.twbx,business
9535_dash_dashboard0.png,https://github.com/jordipaloma/Shopping_Reviews_Analysis/blob/25d201f5eae4d2a992fecff954b060c48419f3bb/Code_Challenge_Conclusions.twbx,business
2755_dash_dashboard0.png,https://github.com/Greqorian/Yelp_Sentiment_Analisis/blob/66260844810da2b4a73de58d6fc59381f5518c1a/Tableau_Reviews_Text.twbx,business
2755_dash_dashboard1.png,https://github.com/Greqorian/Yelp_Sentiment_Analisis/blob/66260844810da2b4a73de58d6fc59381f5518c1a/Tableau_Reviews_Text.twbx,business
3475_dash_dashboard5.png,https://github.com/chriswang94/Projects/blob/bb7cc42f08130437b95951cc4d12a17c1a6d9a90/B.%20Movies%20Visualization.twbx,business
3475_dash_dashboard6.png,https://github.com/chriswang94/Projects/blob/bb7cc42f08130437b95951cc4d12a17c1a6d9a90/B.%20Movies%20Visualization.twbx,business
4006_dash_dashboard0.png,https://github.com/karanmitra/Customer-Segmentation/blob/ed904dcce1d48baef45eadfbfbb19d31fa0e64d4/Tableau%20Superstore%20RFM%20Analysis.twbx,business
4006_dash_dashboard1.png,https://github.com/karanmitra/Customer-Segmentation/blob/ed904dcce1d48baef45eadfbfbb19d31fa0e64d4/Tableau%20Superstore%20RFM%20Analysis.twbx,business
1202_dash_dashboard0.png,https://github.com/GloriaiXIII/IronGloriai/blob/342ee86c05da8f99871b1ecddaec80fdecd73924/ironhack_week3/w3_labs/rfm_dashboards_for_ecommercesales/w3_lab_rfm_dashboard_ecommerce.twbx,business
2168_dash_dashboard2.png,https://github.com/KennethThePro/AB_NYC_2019_EDA/blob/74c8d0c1d6b6a7860be3de64838ee9025a8913ab/New%20York%20AirBnB%20Data%20Visualization.twbx,business
1545_dash_dashboard0.png,https://github.com/shoaibnadafgit/Tableau/blob/e0e78bc5fa3b9dcbe6486f81a3b64205ecfcfe98/Customer%20Service%20Center%20Project.twbx,business
9183_dash_dashboard0.png,https://github.com/sravanroy/Spotify-Weekly-Streaming-2019/blob/1592ebdf85fb560822ff9e6349c53d8b4cb7dc1d/Spotify_Weekly_Streaming_2019.twbx,business
7995_dash_dashboard0.png,https://github.com/JingxianLiuliu/Tableau-Dashboards/blob/a7e0ef10556fcb4afabc387ed8446f6c5d851097/Regional%20Sales%20and%20Employee%20Ratings/Regional%20Sales%20and%20Employee%20Ratings.twbx,business
2844_dash_dashboard0.png,https://github.com/ryanhfrench/MS_ADS_exit_portfolio/blob/d1ad9b4bfa0ccac849f788ac3578543f3b48adeb/Personal_Spotify-Analysis-Dashboard/dashboard.twbx,business
10954_dash_dashboard0.png,https://github.com/pagarc/spotify-charts-story/blob/ce4de7fc931701de1edd4904e306ae0b5c09b933/Spotify%20Top%20200%20Tracks%202017-2019.twbx,business
8231_dash_dashboard0.png,https://github.com/frankbruni/Data_Science_Masters/blob/ba1ecb27a3bddab9d00f13e39c2f886f1c1a7c57/Data_Visualizations/Final_Project/tableau_workbooks/spotify_streams_map.twbx,business
2938_dash_dashboard0.png,https://github.com/paragsasturkar/Cracking-Crowdfunding-with-Kickstarter-Story-Telling-using-Tableau/blob/c4abe7a2835c7d00059d577ee2c8576915c77f5a/Cracking%20Crowdfunding%20with%20Kickstarter%20-%20Parag%20Sasturkar.twbx,business
5202_dash_dashboard1.png,https://github.com/Naveenkumar-jeethuri/Top-Mentor-Project/blob/371a41ee923f2bf37c1b02dbe25a6514c57a142f/Tabluea%20Visualization%20Test%20-%20Naveen%20N%20(1).twbx,business
5202_dash_dashboard0.png,https://github.com/Naveenkumar-jeethuri/Top-Mentor-Project/blob/371a41ee923f2bf37c1b02dbe25a6514c57a142f/Tabluea%20Visualization%20Test%20-%20Naveen%20N%20(1).twbx,business
2318_dash_dashboard0.png,https://github.com/illonage/illonage.github.io/blob/eb7be595d5b7695d3e06e89333bf592259cb1597/DisplayImages/Retails_v2.twbx,business
4838_dash_dashboard0.png,https://github.com/PriyankaDewan06/Tableau--Telco--Customer-Churn/blob/8a446408fa6dc9efd0c3ec508777863a61bcc7e6/Churn%20worksheet.twbx,business
9886_dash_dashboard2.png,https://github.com/RP-DrTan/FYP-SOI-2020-0049/blob/a8843d20315ecfc88830b2006711f7bdb9ab81aa/Hotels.twbx,business
8030_dash_dashboard1.png,https://github.com/stefanlauren/Performance-Monitoring-Based-on-Customer-Feedback/blob/e963f3c204e79d2042597095d3322da75e484f0d/Dashboard/Dashboard.twbx,business
8030_dash_dashboard2.png,https://github.com/stefanlauren/Performance-Monitoring-Based-on-Customer-Feedback/blob/e963f3c204e79d2042597095d3322da75e484f0d/Dashboard/Dashboard.twbx,business
238_dash_dashboard0.png,https://github.com/tvandaff/we_rate_dogs/blob/0c8092e1c8a0e386e811e16cf0a179e741df9166/WeRateDogs.twbx,business
9700_dash_dashboard0.png,https://github.com/Stuti-Sanghavi/Tableau/blob/0c59633e311005e8762fe8b3e79fcc3a3a5cb6e7/FinalProject_Group4.twbx,business
4654_dash_dashboard1.png,https://github.com/amm297/keepcoding-bdml/blob/1911c653b038228615279b7e591ee7b3307d2b63/exploracion-y-visualizacion-de-datos/practica_tableau.twbx,business
5151_dash_dashboard0.png,https://github.com/guravtanvi/IMDB-Data-Warehouse-Management-and-Business-Intelligence/blob/ba37a90997041b21578cb5ada38dfcf967fe96ec/Visualizations/Tableau_IMDB.twbx,business
3977_dash_dashboard3.png,https://github.com/RP-DrTan/FYP-SOI-2020-0049/blob/a8843d20315ecfc88830b2006711f7bdb9ab81aa/Transportation.twbx,business
2340_dash_dashboard0.png,https://github.com/Ann-Maria-John/Used-Car-Price-Prediction/blob/d40a3a83dab4651e7e3d95a32f59e57b31705254/Group%201_Interim%20Report%20EDA_Used%20Cars%20Price%20Prediction.twbx,business
349_dash_dashboard0.png,https://github.com/nayakrajan397/Projects/blob/1ba6b1245f6d3a7a823f8f71a81159738e87df54/Sentimental%20Analysis%20on%20review%20text%20(Tableau%2C%20Python)/Final%20BA%20Project.twbx,business
4113_dash_dashboard2.png,https://github.com/weichenn/Airbnb-Data-Analysis/blob/d250081a7ed25f46e582dd3e527074b0f39a1ade/Airbnb%20Data%20Analysis.twbx,business
4113_dash_dashboard3.png,https://github.com/weichenn/Airbnb-Data-Analysis/blob/d250081a7ed25f46e582dd3e527074b0f39a1ade/Airbnb%20Data%20Analysis.twbx,business
4651_dash_dashboard0.png,https://github.com/student-IH-labs-and-stuff/BER-DAFT-OCT20-Sian/blob/2ee223000058e17daa85e9181d3fd13fe7adb395/Tableau/working%20with%20classification%20and%20regression%20data.twbx,business
1392_dash_dashboard0.png,https://github.com/MelindaKotai/BusinessIntelligenceProject/blob/451fe6f5ab85113fe57bc39bfc6c25af05134c3c/Proiect.twbx,business
60_dash_dashboard0.png,https://github.com/minjeongss/Data-Visualization/blob/e0305b14579272506ec31f519f1a4d071c02d3e5/%EC%B1%85/PART-2.twbx,business
1424_dash_dashboard1.png,https://github.com/infoshareacademy/jdsz3-fajni/blob/5368ef312615415fa94fdb7d0ad6f501968434bb/projekt_sql/Rafal%20Kazubowski/Projekt%20SQL%202.twbx,business
4245_dash_dashboard0.png,https://github.com/kisha5000/tableau-challenge/blob/31cf1b16328ea93ab3589cd7fbf459c2130632e8/Tableau_challenge_citibikes.twbx,business
3332_dash_dashboard1.png,https://github.com/namphamspjain/Telco-analysis-using-Tableau/blob/361d7eb35848243062d0fffd045d263cd414cd5d/SalesKit_Telco.twbx,business
10620_dash_dashboard0.png,https://github.com/opicallo/Churn_telco_project/blob/e4e3ee678d8ccda58f2cd3e3a33f8c0d761b58d3/Tableau_viz/Fighting%20Churn%20with%20data_%20A%20telco%20business%20case%20(New%20Version).twbx,business
10058_dash_dashboard0.png,https://github.com/mcgee-analytics/TBU2021/blob/b9db9325851565405fc5c8e60ce8b1b6db5d8b43/Workbooks/Level%20of%20Detail%20Calculations/02.Cohort%20Analysis.twbx,business
902_dash_dashboard0.png,https://github.com/avanisimov/Passengers.TechMadness/blob/48cc76083b7e928cb193e97241786bb5a9cb4ab2/analytics/techmadness_2019_funnel.twbx,business
283_dash_dashboard0.png,https://github.com/SanchezDanalyst/Data-Visualization-Excel_Tableau/blob/a13d54cd4fff6b30ffadadc1d8c01ddad8edbf33/Module%206/Assignment%205/Sanchez_Mod6_Assignment5.twbx,business
2817_dash_dashboard0.png,https://github.com/HosseinEsteaneh/UCI_HomeWork_Hossein/blob/0c5d71c1ed3d14ba53960670141039f2e350647a/Homework_15/Citybike_Homework.twbx,business
7225_dash_dashboard0.png,https://github.com/ssujeong/ToyProject/blob/a3de3bae530b6dbe8b17943b4218ab14b5e6c28d/%EC%9C%A0%EC%A0%80%20%ED%96%89%EB%8F%99%20%EB%B6%84%EC%84%9D%20%EB%B0%8F%20%EC%8B%9C%EA%B0%81%ED%99%94/User%20Retention.twbx,business
10135_dash_dashboard0.png,https://github.com/ShraddhaG16/Northeastern-Projects/blob/001bdcacfe7e08f8fa950c00d2ca5e1becbe7e9b/Communication%20%26%20Visualization/Story%20Telling%20with%20Tableau/Group3-Final_Project.twbx,business
2742_dash_dashboard0.png,https://github.com/DATALOVERVISUALIZER/LEYLAS_REPO_TABLEAU/blob/0c88cc1f15e5f3635c7e0f859cdbf02d3224978c/%C4%B0lanSayilariAnalizFinal.twbx,business
6093_dash_dashboard1.png,https://github.com/JeonBW/Portfolio/blob/b83aa4ae904b0dfc66c3b000c72cb04a396e775f/tableau/%ED%83%9C%EB%B8%94%EB%A1%9C/PLANIT_Tableau%20%EA%B8%B0%EC%B4%88%20%EA%B5%90%EC%9C%A1%20%EC%8B%A4%EC%8A%B5%204%EC%B0%A8_%EC%B6%94%EC%B6%9C%20%ED%8C%8C%EC%9D%BC_20200410.twbx,business
4419_dash_dashboard0.png,https://github.com/trisha751/Software-Testing/blob/86b7e2c336042169003da76337a434e5161537c1/Data%20Analysis%20on%20Tableau.twbx,business
10100_dash_dashboard0.png,https://github.com/z2soo/tableau/blob/5d92778f90f8173d33ecac9583093ed833b47b60/%EA%B3%B5%EA%B3%B5%EC%9E%90%EC%A0%84%EA%B1%B0%20%ED%99%9C%EC%84%B1%ED%99%94%EB%B0%A9%EC%95%88.twbx,business
2287_dash_dashboard2.png,https://github.com/Krupa96/Tableau-Files/blob/a0d651954522d4c395c2dd8ff29d064d6864d11c/Krupa_Tableau_Final_UKBank.twbx,business
2287_dash_dashboard0.png,https://github.com/Krupa96/Tableau-Files/blob/a0d651954522d4c395c2dd8ff29d064d6864d11c/Krupa_Tableau_Final_UKBank.twbx,business
2287_dash_dashboard1.png,https://github.com/Krupa96/Tableau-Files/blob/a0d651954522d4c395c2dd8ff29d064d6864d11c/Krupa_Tableau_Final_UKBank.twbx,business
4368_dash_dashboard0.png,https://github.com/smartinternz02/SPS-9446-Exports-Imports/blob/0cb683806c8d27f16ba41579d917c8c49bfa3943/Project.twbx,business
1424_dash_dashboard0.png,https://github.com/infoshareacademy/jdsz3-fajni/blob/5368ef312615415fa94fdb7d0ad6f501968434bb/projekt_sql/Rafal%20Kazubowski/Projekt%20SQL%202.twbx,business
8256_dash_dashboard3.png,https://github.com/mengfanchun2017/udacity-data-academy_public/blob/37694d6f051f42b2eba481ab16dbf814d2b4b40f/2-DAND/7-%E9%80%9A%E8%BF%87%E6%95%B0%E6%8D%AE%E8%AE%B2%E6%95%85%E4%BA%8B/pfile/mobike_shanghai/mobike_v5.twbx,business
10111_dash_dashboard0.png,https://github.com/kavya31-source/Tableau-Bussiness-Analysis/blob/640b074cb082c5fd913243eb9301cf0c145112fe/Football_Analysis.twbx,business
3248_dash_dashboard0.png,https://github.com/cassiezy/Customer-Analysis___Ecommerce/blob/7e0e8d0bc817432012356e6a6924631ef99cb7c9/Customer_Analysis_JD.com.twbx,business
4587_dash_dashboard0.png,https://github.com/harishven/Project_Repository/blob/74fba7095e6211509789b645a1d4521392f18029/Data%20Visualization%20projects/1%20-%20Tableau%20Projects/Dashboards%20and%20Story%20-%20Goods%20Price%20fluctuation%20in%20different%20Countries.twbx,business
4113_dash_dashboard1.png,https://github.com/weichenn/Airbnb-Data-Analysis/blob/d250081a7ed25f46e582dd3e527074b0f39a1ade/Airbnb%20Data%20Analysis.twbx,business
2807_dash_dashboard1.png,https://github.com/ksaichaitanya/Lakshmi-Medical_EDA/blob/252b2b6ff6b80babaa634bbf1731e2c10fc99051/REAL%20TIME%20DATA.twbx,business
271_dash_dashboard0.png,https://github.com/andmao/tableau/blob/b39dcbc4eb1f6e03d7863f73860cf63bc5cb6c10/Tableau_Practise/%E4%B8%BE%E4%B8%AA%E6%A0%97%E5%AD%90/Tableau%E6%8A%80%E5%B7%A7-001-%E7%94%A8%E5%AE%B9%E5%99%A8%E5%AE%9E%E7%8E%B0%E4%B8%8B%E9%92%BB/%E5%AE%B9%E5%99%A8%E4%B8%8B%E9%92%BB.twbx,business
2538_dash_dashboard4.png,https://github.com/jaysueno/JerseyCity-Covid-CitiBike-Tableau-Viz/blob/c83e10feae4852711c910e043ed011b703c36c7e/Jersey%20City%20CitiBike%20Analysis%202020.twbx,business
2538_dash_dashboard3.png,https://github.com/jaysueno/JerseyCity-Covid-CitiBike-Tableau-Viz/blob/c83e10feae4852711c910e043ed011b703c36c7e/Jersey%20City%20CitiBike%20Analysis%202020.twbx,business
2538_dash_dashboard2.png,https://github.com/jaysueno/JerseyCity-Covid-CitiBike-Tableau-Viz/blob/c83e10feae4852711c910e043ed011b703c36c7e/Jersey%20City%20CitiBike%20Analysis%202020.twbx,business
2538_dash_dashboard1.png,https://github.com/jaysueno/JerseyCity-Covid-CitiBike-Tableau-Viz/blob/c83e10feae4852711c910e043ed011b703c36c7e/Jersey%20City%20CitiBike%20Analysis%202020.twbx,business
2538_dash_dashboard0.png,https://github.com/jaysueno/JerseyCity-Covid-CitiBike-Tableau-Viz/blob/c83e10feae4852711c910e043ed011b703c36c7e/Jersey%20City%20CitiBike%20Analysis%202020.twbx,business
2168_dash_dashboard0.png,https://github.com/KennethThePro/AB_NYC_2019_EDA/blob/74c8d0c1d6b6a7860be3de64838ee9025a8913ab/New%20York%20AirBnB%20Data%20Visualization.twbx,business
2168_dash_dashboard1.png,https://github.com/KennethThePro/AB_NYC_2019_EDA/blob/74c8d0c1d6b6a7860be3de64838ee9025a8913ab/New%20York%20AirBnB%20Data%20Visualization.twbx,business
1853_dash_dashboard0.png,https://github.com/fereshtehaghaei/Tableau-NewYork-CitiBike-Analysis/blob/86a5e29b27995fe7adf1933c9a26ef0cba489a04/Citi%20Bike%20Analysis%202019-2020%20(1).twbx,business
1632_dash_dashboard0.png,https://github.com/lsmoriginal/Projects/blob/bf9bc1a90553da0e78a21e57ed3b435b490b2253/SpendAnalysis_phase3_main.twbx,business
1712_dash_dashboard0.png,https://github.com/ManuelTeran/Tableau/blob/6f74d69921d1f50c7f4b2fa90b793fd3eba07335/Dash%20001.twbx,business
1684_dash_dashboard1.png,https://github.com/ryanrizkyf/DataCamp/blob/4bb311bad1ac8b58d9630288ab319963c7c2d716/Tableau%20Fundamentals%20Track/3.%20Creating%20Dashboard%20in%20Tableau/dataset_landing_page/Workbooks/2_3_side_by_side.twbx,business
1684_dash_dashboard0.png,https://github.com/ryanrizkyf/DataCamp/blob/4bb311bad1ac8b58d9630288ab319963c7c2d716/Tableau%20Fundamentals%20Track/3.%20Creating%20Dashboard%20in%20Tableau/dataset_landing_page/Workbooks/2_3_side_by_side.twbx,business
163_dash_dashboard0.png,https://github.com/AmrAlwakeal/Tableau-Homework/blob/0f44cd84920956ceb9aecdc2a4d62bff52b36801/2019%20Citi%20Bike%20Data%20(2).twbx,business
1595_dash_dashboard0.png,https://github.com/sachin1171/Tableau-/blob/59fd439e471f5a9937eea8ebb344ca4f5ce026b7/Module-9(Dashboards%20and%20Stories).twbx,business
1481_dash_dashboard1.png,https://github.com/MelissaLJ/Shanghai-Mobike-Data-Visualization/blob/f2dda7c1244a8ce73311a8b03d7f74e79e1e8a91/Mobike_Data_Analysis4.twbx,business
1473_dash_dashboard0.png,https://github.com/billyATGE/Citi-Bike-Analytics/blob/fa88bd2c35c25f74b5223c202b41ab2c607dc71e/Citi-bike.twbx,business
